CCS -,CEAR -,CCEN -,CT -,CCM -,CBIOTEC -,CTDR -,CCHLA -,CCTA -,CCHSA -,CCSA -,CI -,CCAE -,CCJ -,CCA -,CE -
PALAVRAS,4,8,5,4,3,3,5,6,5,5,4,4,5,9,5,3
