CCS -,CEAR -,CCEN -,CT -,CCM -,CBIOTEC -,CTDR -,CCHLA -,CCTA -,CCHSA -,CCSA -,CI -,CCAE -,CCJ -,CCA -,CE -
PALAVRAS,151,129,134,148,145,111,180,176,178,155,143,126,155,221,139,150
